tran_dt,sender,receiver,amount,sender_prev_bal
2023-10-05,4424404902,3788503288,2726.89,4267.06
2023-02-03,2097749932,6748028112,201.99,4664.9
2023-07-30,8670770043,2174265693,261.23,4761.99
2023-08-27,8542881577,2217721617,231.33,3878.26
2023-05-27,2054217031,9658813585,188.16,1931.98
2023-11-20,7685012617,7032714017,197.84,9568.02
2023-10-15,7719753395,5194527785,412.42,9341.06
2023-06-25,3957950476,9639125037,173.71,9199.53
2023-03-22,9683294158,1224905165,287.58,4399.18
2023-12-10,1523706849,7607890420,453.86,987.15
2023-10-02,9677841168,1244439007,256.97,1152.68
2023-03-08,1202681880,9144862025,240.96,2495.97
2023-02-20,3245284523,7743280984,199.67,1551.53
2023-06-26,3655549394,5986787449,118.17,4596.32
2023-01-20,9124683758,7184510101,154.91,4219.35
2023-01-30,9826131497,4649895135,198.04,7630.68
2023-07-22,4905245731,6664236500,243.73,9890.01
2023-05-02,6954377166,5056402796,146.09,4687.43
2023-11-01,9809525852,9465099316,165.6,6374.9
2023-06-18,1651226605,5440043103,418.38,3775.11
2023-09-06,2348162937,2553911119,342.34,8934.21
2023-09-26,1409251445,2829885686,79.64,7334.59
2023-06-20,9430296170,8526557327,30.48,5331.8
2023-06-14,7751910128,4930211464,174.54,1503.67
2023-04-10,2290620711,7272371991,324.36,2764.43
2023-04-01,5377595854,5056402796,362.96,5194.11
2023-07-16,5034961863,9609678198,-38.94,6418.68
2023-01-26,7273235391,9639125037,76.6,6098.12
2023-06-27,6121128635,1657086232,142.99,7130.55
2023-05-08,2290620711,5113129178,315.48,3198.7
2023-01-10,1202681880,8777591541,166.92,4576.54
2023-09-14,3532316323,5311699030,159.59,3357.92
2023-04-10,7559586329,8541934496,268.5,2241.97
2023-04-04,2617464071,4078271359,175.91,7419.04
2023-10-27,1079948278,4042966116,169.66,3582.71
2023-10-07,9836783317,1111495877,343.25,6647.97
2023-11-16,9163117711,6052123838,375.89,3207.51
2023-12-30,2348162937,2823946484,352.84,6652.59
2023-07-16,8056183846,1872880830,93.42,803.59
2023-06-05,9342344505,3426264539,1769.48,5928.29
2023-07-01,8548635822,9677761071,191.72,6287.1
2023-01-22,3546339159,3393203732,529.95,4010.79
2023-03-31,3032066846,4581739272,227.04,6728.63
2023-12-13,3556530143,6078992419,220.62,7862.69
2024-01-01,6250485006,2801430795,422.5,1717.45
2023-08-02,5957441946,1908169873,184.6,6996.96
2023-11-18,3300797449,6771127268,77.91,2361.74
2023-06-17,6374069564,9292724298,440.52,5868.27
2023-11-02,8579276620,9205655076,303.86,4056.01
2023-03-27,4790012545,8656318435,177.62,5357.13
2023-01-17,8589841039,7468180940,71.36,9846.99
2023-05-14,3623475520,8238119329,118.17,3048.87
2023-04-18,5137292853,1217352507,314.62,2874.03
2023-04-14,4143721117,8023173960,82.36,7691.03
2023-09-03,8900805824,2660485764,227.53,4349.99
2023-12-25,5544171130,3729061797,68.36,9901.24
2023-08-10,4950453652,4449205315,260.84,4412.43
2023-12-30,2296889509,1633803099,68.53,6570.08
2023-03-21,3151920304,5907552582,179.75,8513.59
2023-11-04,7594228160,7934945986,335.9,8033.2
2023-04-07,5957441946,5113129178,182.08,5402.19
2023-06-08,4631232391,2408035912,948.78,7079.58
2023-12-24,8094293910,5353608240,112.84,201.38
2023-10-10,2904504206,4976263349,386.22,9061.45
2023-03-11,1529943053,4191319783,110.03,2140.35
2023-03-12,9236064163,3620898151,2734.0,8388.09
2023-03-05,1161635857,1476031825,434.23,2536.18
2023-07-19,9836783317,2709587312,329.66,8327.94
2023-12-11,9136098514,2736648278,274.34,4395.84
2023-06-01,1761232323,3532858069,-10.79,9008.31
2023-12-29,2866005687,4701120845,441.27,6812.95
2023-01-04,5294433105,7862330565,341.99,8833.08
2023-09-10,2540044701,7468180940,211.59,5936.57
2023-12-11,9430296170,8566240195,-12.41,5868.42
2023-10-25,9342344505,3906766178,413.93,9781.7
2023-02-21,1798769275,1096817728,497.6,7569.21
2023-04-09,3169876550,4588043007,320.15,7761.93
2023-03-01,2680751486,1908169873,82.48,4211.22
2023-11-23,2635360492,6175122332,381.58,6666.66
2023-07-22,3522747123,9593489713,174.54,8953.28
2023-03-02,8579276620,3126574440,330.34,2084.84
2023-12-20,4237717123,4761080385,167.03,3710.8
2023-05-18,2296889509,9147465775,92.47,2086.89
2023-12-28,2507098120,6766931204,229.81,4406.96
2023-11-29,4268051129,9144862025,198.99,3087.36
2023-05-13,2550100823,3661752487,284.0,2380.31
2023-02-25,2341230241,1754387842,304.66,7754.24
2023-11-10,7719753395,4869227480,390.78,9225.48
2023-02-13,6517220846,2142635409,435.27,7337.54
2023-01-02,1202681880,6293929234,194.52,8324.1
2023-04-28,8329600795,7987555683,333.89,9491.19
2023-02-22,8024648080,4042966116,212.95,4058.39
2023-09-08,4689284713,1889964549,422.19,1148.8
2023-12-14,5079871673,2951988397,2357.82,3909.28
2023-05-09,5444740513,6766931204,360.44,5405.44
2023-07-06,8670770043,4078271359,235.53,1670.44
2023-01-04,3152314300,8232713393,72.01,7632.14
2023-05-20,4237717123,1921855975,135.33,8976.12
2023-04-03,9352634039,3283395205,194.57,2239.83
2023-11-22,1068377549,8155755793,19.52,2773.74
2023-04-04,4268051129,7707731783,192.85,9871.28
2023-08-20,2348162937,7707731783,266.88,4926.26
2023-05-08,4930818616,5166071950,1068.57,4665.19
2023-09-26,1396540614,8646995775,255.54,8874.02
2023-07-05,6517220846,1077475939,464.04,5716.18
2023-08-15,7019049608,7303366002,210.67,4143.61
2023-07-27,7809784704,1206345702,268.25,3869.05
2023-11-14,8900805824,6407350656,212.46,8788.99
2023-12-06,2145863469,7015509629,171.8,8311.59
2023-06-16,2145863469,8408789601,185.45,9838.27
2023-02-04,8032535589,2962235114,274.98,9335.58
2023-04-04,4206312755,7926781770,368.51,1867.86
2023-07-29,9352634039,7032354535,151.32,2824.75
2023-10-14,3203290648,8700526098,403.11,2577.43
2023-11-17,3692209346,8700526098,511.56,6480.43
2023-09-10,2183582499,2120572408,43.69,1928.46
2023-11-06,5957441946,9802680641,211.89,705.1
2023-04-18,3819736364,9988684171,1075.95,4979.29
2023-01-23,7153578596,7378134748,266.0,1480.45
2023-01-05,8548635822,4180456963,214.65,5889.92
2023-07-07,1770205776,6548876120,356.16,5438.41
2023-10-29,8548635822,7593423234,102.75,9530.4
2023-09-04,7472044225,3074629897,60.37,2642.83
2023-01-06,1409251445,3126574440,140.9,8264.45
2023-11-07,1116183031,4629873614,895.73,2010.36
2023-05-07,2635360492,1532644469,422.13,4402.49
2023-09-19,8094279433,7446340394,344.63,1130.99
2023-01-24,1202681880,6921340315,217.91,5949.36
2023-06-29,7082906224,8798441230,451.91,2040.59
2023-12-23,7273235391,9267308825,70.24,1274.6
2023-05-10,1176036462,1488563895,146.4,7093.9
2023-06-23,4424404902,3191351720,439.68,5429.92
2023-02-24,6374069564,3074629897,531.58,4270.89
2023-02-19,1606823814,4117313721,62.0,1576.93
2023-04-06,1158621244,3728925494,357.58,1491.44
2023-03-17,4816298404,1535483808,348.91,6010.88
2023-12-18,1567185174,1106701841,129.98,3681.05
2023-09-15,2904504206,8404221910,402.57,6672.45
2023-06-03,2833774822,9658813585,63.56,5471.14
2023-03-10,3522747123,1555109954,211.77,9056.09
2023-09-17,3826325422,9066022021,-27.84,2660.62
2023-09-08,5029258738,2809465977,512.65,8469.95
2023-04-04,1839577361,5387923020,473.89,5502.12
2023-05-10,7403172893,7627332650,87.83,5508.09
2023-05-19,4345401597,9658813585,260.87,1553.39
2023-05-11,7809784704,8509306440,303.99,5632.85
2023-04-11,7809784704,7832528172,310.22,6954.56
2023-09-04,2296889509,8230403684,77.89,8136.2
2023-10-21,8436622319,7032354535,116.38,3389.47
2023-06-03,1567185174,4149159127,53.96,803.61
2023-05-14,1134062001,2225794435,287.25,5604.22
2023-04-23,3257062005,9147465775,436.4,2606.67
2023-02-26,4268051129,4197211210,201.29,1355.57
2023-09-29,8646111342,6026120270,289.63,4012.04
2023-10-18,1870757167,9802680641,396.42,7998.1
2023-06-23,2507098120,1633803099,202.15,8147.78
2023-09-12,9107902912,4117313721,71.1,4098.94
2023-01-02,5544171130,6448029109,54.11,4184.24
2023-05-14,2282297408,9204416723,130.41,9624.96
2023-03-19,7178578538,5113129178,195.44,5590.91
2023-09-18,7511872019,1633803099,68.89,6303.58
2023-05-20,2282297408,9768303495,146.43,9561.41
2023-08-10,2054352743,1030359674,375.46,7584.37
2023-08-02,3300797449,3605787210,80.51,7611.45
2023-02-19,7178578538,3756012342,198.5,6344.02
2023-08-07,5957441946,7750318439,206.91,548.99
2023-02-25,1161635857,1657795117,481.85,5812.31
2023-11-01,3556530143,1030359674,211.45,4611.89
2023-09-03,5784630903,6979889907,150.54,6251.17
2023-04-29,4905245731,1206345702,247.59,7094.71
2023-08-23,2449376974,1916830033,467.5,9649.86
2023-10-14,9198899900,1687399428,87.02,6037.89
2023-10-29,7082906224,2660485764,443.77,7859.34
2023-07-16,1870757167,7032354535,417.59,3319.13
2023-08-08,4424404902,1719479711,520.94,3537.42
2023-10-05,5853640549,1006445472,291.29,7215.03
2023-05-23,7601334917,8541934496,326.28,5008.1
2023-06-29,6265640291,8743141919,274.3,2675.03
2023-08-18,2301805351,4707626355,209.34,9303.47
2023-09-29,6751214790,9461411256,-11.94,2701.03
2023-07-10,7403172893,9773838066,77.52,9355.27
2023-04-29,1079948278,4180456963,155.55,284.65
2023-01-09,2183582499,1698812067,31.11,7307.52
2023-03-08,2837227128,3493168708,424.09,4444.99
2023-03-01,9946408543,6350984240,406.77,9808.72
2023-06-08,4930818616,6848650970,138.24,2013.24
2023-05-27,6762381230,1263110049,308.81,7753.67
2023-09-12,7223312208,6580572805,144.11,8806.1
2023-11-14,7036123296,5920569106,76.15,1520.28
2023-03-01,6581131506,3630567726,535.03,681.53
2023-04-12,2911815832,8023173960,359.92,8394.07
2023-03-30,4661562891,3682386802,84.54,6010.26
2023-09-04,2824317672,4447985812,355.83,3360.31
2023-05-29,2851098229,9390548519,499.45,6218.58
2023-07-05,7063064307,4944115075,77.71,656.53
2023-05-25,8893138539,4835935943,487.71,9920.87
2023-08-30,9826131497,8777591541,264.72,4682.6
2023-11-01,1293662596,6474970807,69.68,8819.61
2023-10-28,2904504206,4944115075,427.52,1243.67
2023-02-28,3747450723,2120572408,166.56,1875.52
2023-08-16,2054352743,6915697329,309.21,4809.73
2023-07-21,6444300923,2951988397,330.09,7687.37
2023-07-04,9198899900,4976263349,103.38,1148.93
2023-12-18,5709743269,2174265693,142.36,4028.4
2023-01-20,2617464071,7678856749,84.68,6548.61
2023-07-30,4594183059,6266056697,406.62,6251.39
2023-01-23,7809784704,4283191345,292.75,6815.32
2023-11-30,1523706849,2823946484,510.9,9613.65
2023-08-23,4143721117,2385239957,68.69,5111.43
2023-03-03,8539637709,1006445472,151.56,4689.04
2023-10-02,7809784704,7926781770,253.71,8989.56
2023-08-07,6324806362,3743241358,448.13,8746.38
2023-06-23,3224534149,7761332422,288.42,1784.58
2023-06-12,1396540614,6417324037,258.02,6905.62
2024-01-01,3245284523,2658161865,211.57,3527.65
2023-11-23,4661562891,5728874239,60.44,6919.35
2023-06-06,3692209346,6175122332,388.28,7947.84
2023-05-20,4464498407,3349687216,98.06,6376.99
2023-02-23,7666501843,2340864445,324.2,5583.13
2023-05-19,1409251445,4934728511,105.96,6917.66
2023-07-31,1878521807,4644663335,245.61,6465.65
2023-11-01,8308144630,9973896632,398.0,5415.14
2023-01-09,6954377166,1934056107,71.8,322.11
2023-04-24,7403172893,3705395940,91.8,9435.87
2023-10-29,2145863469,5505487777,175.0,4758.63
2023-11-25,8032535589,4835935943,327.86,6836.73
2023-07-11,7153578596,8270520024,312.64,7390.04
2023-09-19,8542881577,1030359674,272.35,8482.01
2023-06-05,8579276620,5166071950,353.52,3956.28
2023-01-03,8308144630,1298195121,375.36,5677.94
2023-06-10,2054352743,3743241358,310.07,1543.91
2023-12-13,4466146256,9773838066,85.54,3621.01
2023-08-21,1798769275,7020104693,424.38,5970.83
2023-03-15,9342344505,5184392401,405.64,1773.95
2023-03-27,9195582017,9593790892,363.14,1148.03
2023-05-03,8257903032,5311699030,187.6,4616.86
2023-04-16,8254663660,1007020487,224.87,3852.9
2023-06-27,6517220846,3920107544,497.95,4893.64
2024-01-01,1761232323,3746221890,33.27,6321.52
2023-03-30,5813070931,8212787135,404.04,3705.29
2023-01-16,2550100823,4695770511,262.86,5914.04
2023-01-04,4345401597,4662104184,273.49,4308.63
2023-08-09,7063064307,9044211277,60.38,2550.57
2023-11-30,7836684495,2810373281,30.45,1153.02
2023-01-19,2555233206,1014077919,257.91,1459.49
2023-01-22,3546339159,2593329266,547.92,2884.82
2023-10-28,7329440465,2408035912,134.55,3789.42
2023-12-10,4066297642,3426264539,433.03,8595.88
2023-06-15,6374434257,6827293597,159.5,6371.38
2023-10-27,5071338731,7184510101,302.25,3230.08
2023-07-13,4464498407,4135559961,177.69,5763.71
2023-12-25,6662045970,2658161865,148.35,7266.72
2024-01-01,7575389424,8423597928,277.96,2666.96
2023-07-23,8893138539,4066764166,495.5,2424.74
2023-03-08,6154337306,5194527785,75.4,6194.29
2023-09-24,8436622319,4168813567,113.25,5961.46
2023-07-13,7788087086,1014077919,2007.33,6142.63
2023-08-04,4521904419,5254430736,384.71,4742.62
2023-11-20,3623475520,7607890420,216.24,2644.95
2023-12-22,1134062001,4857209490,345.59,8538.28
2023-03-30,5809281990,4021888776,129.59,602.18
2023-07-20,1112415317,7272371991,272.15,2210.19
2023-12-07,1176036462,7020104693,118.9,8139.78
2023-10-14,1134062001,8637472815,296.47,6818.85
2023-02-15,7403172893,9147465775,100.79,246.34
2023-04-27,4206312755,4582797762,2043.77,2889.13
2023-06-30,8304608723,8061182242,251.54,6312.1
2023-11-12,1202681880,5254430736,989.21,9294.22
2023-01-29,4606857351,7314219912,496.01,4886.42
2023-05-13,7666501843,6602779340,295.54,6254.87
2023-10-18,7403172893,4442416988,82.22,7062.33
2023-05-21,8875346680,2385239957,466.98,8934.73
2023-11-14,8664985593,1111495877,99.83,289.75
2023-04-07,4661562891,4079990347,104.68,9102.04
2023-10-16,5134252963,8109475772,230.09,405.35
2023-04-01,6954377166,9857402413,97.2,2866.82
2023-11-05,8304608723,8616053635,232.02,8286.83
2023-06-25,4910860812,4532052055,391.17,4792.02
2023-05-02,7178578538,6921340315,177.57,364.89
2023-08-11,8497692628,2340864445,236.57,8630.19
2023-02-27,1112415317,1400188830,269.92,4129.53
2023-10-12,2635360492,6175122332,349.88,4739.4
2023-06-18,2054217031,9049007791,184.23,2376.24
2023-07-18,6751214790,2852845691,38.95,6506.95
2023-08-28,1324707311,1603595012,410.56,3674.68
2023-12-28,8436622319,4590579969,106.34,4910.24
2023-01-16,5034961863,3338715730,75.23,8650.01
2023-12-03,3169876550,2340864445,366.58,9395.27
2023-11-06,4237717123,6026120270,143.41,1220.43
2023-08-10,6632254372,1476031825,184.32,586.97
2023-03-26,2252597577,1271699948,493.45,8770.81
2023-04-01,3747450723,4940796209,161.24,7795.29
2023-01-03,5377595854,5135858878,273.67,1621.25
2023-08-10,2617464071,7385620510,131.66,569.28
2023-01-29,8471869360,2672396355,200.78,9852.25
2023-10-19,8407362745,2899342074,280.99,8986.4
2023-06-14,5134252963,5817202118,213.56,5087.77
2023-02-12,8254663660,5319136771,199.31,5077.0
2023-01-28,1293662596,2604483539,186.12,333.27
2023-02-26,9809525852,1735900726,188.69,6930.53
2023-10-20,1870757167,2821255081,382.94,5002.18
2023-09-26,8436622319,6417324037,101.13,5188.62
2023-01-20,1068377549,4078271359,19.35,9666.13
2023-01-24,9136098514,2736648278,255.7,2693.26
2023-01-30,1870757167,5771053036,389.29,4205.33
2023-07-11,8497692628,4197211210,188.91,4932.37
2023-04-03,6628104619,4686845302,333.84,4624.82
2023-08-21,6517220846,9629022101,2824.81,5638.1
2023-11-25,5165694959,5076083336,202.95,4321.68
2023-08-13,4594183059,6423325615,420.85,1130.47
2023-05-19,9177192780,4976263349,368.76,4903.19
2023-12-18,3463316944,4677172429,96.11,4731.92
2023-05-22,4816298404,8526557327,272.01,7347.71
2023-05-19,6632254372,7032714017,140.57,4684.48
2023-12-15,8304608723,3426264539,230.58,3543.56
2023-06-20,9306902494,3190273985,291.53,1531.78
2023-10-22,7685012617,2340864445,115.42,184.68
2023-08-12,4206312755,4625677494,390.14,9970.62
2023-10-26,5137292853,6284186311,305.98,2750.7
2023-04-20,8304608723,4940796209,217.04,7335.89
2023-10-01,5959515865,9205655076,389.96,5235.45
2023-11-28,8257903032,3743241358,189.92,4928.09
2023-09-07,6041555874,4135559961,330.3,6696.14
2023-05-15,2828220653,8541934496,56.27,3725.3
2023-02-05,5957441946,3746221890,185.73,4451.44
2023-09-19,1276045948,6870119413,348.96,1318.34
2023-07-03,3893589750,9433922566,63.77,3443.67
2023-10-07,1324707311,5771053036,419.73,9761.28
2023-02-26,4464498407,4079990347,155.33,6963.25
2023-08-27,6632254372,5506418492,180.27,4414.49
2023-07-29,5079871673,5621255474,424.87,4106.85
2023-01-30,4237717123,1007020487,169.96,3570.05
2023-09-01,2054352743,1889964549,360.68,9003.56
2023-05-04,8837828277,5353608240,334.27,8853.36
2023-03-21,1161635857,2821255081,2323.78,9868.39
2023-03-27,9391881886,7992389713,434.27,1587.34
2023-12-19,4464498407,1823056088,140.48,5768.93
2023-12-24,9430296170,6021827241,-16.28,3381.56
2023-03-23,2041054584,4078271359,389.84,6620.9
2023-12-06,9836783317,2593329266,345.78,4799.9
2023-08-08,1567185174,6499638412,99.19,3216.57
2023-10-27,7575389424,5311699030,333.34,6129.5
2023-09-01,1165106288,2553911119,255.6,2249.0
2023-04-02,4521904419,1224905165,374.96,7172.32
2023-05-28,8871328918,2823946484,59.42,8654.49
2023-12-21,7320521806,4264117461,1376.08,4173.61
2023-05-26,9753570622,7707731783,268.78,8777.49
2023-04-07,8497692628,8026036678,198.77,4471.84
2023-09-26,2550100823,4283191345,291.73,6568.45
2023-03-24,1134062001,7761332422,310.82,7855.06
2023-02-21,2041054584,9593489713,298.75,6824.53
2023-03-23,7836684495,8672999020,77.02,9211.35
2023-07-10,9117125188,3906766178,257.1,9527.31
2023-11-02,1008861066,5166071950,110.36,6746.42
2023-07-25,4594183059,4197211210,418.64,6404.49
2023-12-23,2282297408,3705395940,158.97,3495.68
2023-03-08,1600919783,4197211210,340.49,9227.62
2023-11-12,2290620711,1196540852,301.73,4038.27
2023-09-01,6751214790,8777591541,48.04,8400.28
2023-02-08,1113834089,2658161865,496.62,5230.28
2023-01-27,6631222191,1325958156,162.01,4563.93
2023-05-06,8257903032,3729061797,195.37,7830.62
2023-02-02,9544773777,2893164017,138.43,1168.98
2023-05-17,7511872019,1111495877,18.95,9002.18
2023-01-06,8094279433,5290749376,311.68,9638.28
2023-12-23,7153578596,7627332650,237.32,9640.56
2023-05-01,8436622319,8232713393,113.4,4770.71
2023-12-28,2851098229,7832528172,522.89,3401.31
2023-06-05,8027819355,1423922530,165.09,5279.47
2023-01-16,8875346680,8293282371,474.81,6697.62
2023-02-26,6462330795,3393203732,153.38,2209.42
2023-05-10,3964868878,5374089350,415.24,9199.28
2023-08-11,9170668733,4761080385,195.14,4776.65
2023-07-23,9198899900,5076083336,111.55,6557.93
2023-07-17,6954377166,1244439007,142.68,5626.16
2023-08-06,7063064307,8155755793,3.08,6247.62
2023-10-08,9163117711,4459764630,376.14,8977.97
2023-05-24,9236064163,5374089350,536.26,1000.37
2023-05-11,1202681880,9802680641,225.27,5874.91
2023-07-02,8304608723,4405127597,236.24,9983.27
2023-12-21,8027819355,2821255081,239.04,2963.19
2023-01-02,9107902912,2976092807,70.23,3239.8
2023-11-25,6581131506,9152851286,422.3,7306.0
2023-07-20,1839577361,4442416988,480.75,6655.2
2023-11-11,6631222191,2893164017,119.09,4628.45
2023-12-11,1703171857,4869227480,403.28,2944.62
2023-02-03,6372912695,7302775932,235.56,5456.54
2023-05-22,4051387269,5581327600,2378.64,3252.48
2023-09-19,5377595854,6548876120,282.45,1486.96
2023-07-20,8382413949,8908587838,467.8,2965.02
2023-06-17,2097749932,2320077430,164.41,7315.75
2023-08-20,4066297642,4649895135,549.99,2469.99
2023-04-21,6154337306,3743241358,97.47,807.71
2023-02-26,8837828277,7761522903,329.94,3705.3
2023-02-04,9010637497,4649895135,137.74,7106.49
2023-01-05,9971126046,7015509629,288.45,3815.39
2023-02-08,8308144630,3145338057,439.31,3433.64
2023-03-22,4424404902,8220165229,2405.31,8680.2
2023-06-02,1600919783,2340864445,427.69,4188.83
2023-04-01,9391881886,4447985812,442.91,8400.01
2023-08-20,1165106288,9089416226,188.73,2670.58
2023-09-27,5134252963,5210754763,239.03,3437.59
2023-09-22,8579276620,2385239957,364.27,5801.41
2023-03-25,2617464071,7448192925,140.73,8599.54
2023-06-05,2256517542,1657795117,29.26,5091.11
2023-08-16,8664985593,2753512006,146.12,5849.13
2023-12-24,8948220105,5621255474,179.49,4443.55
2023-08-23,7809784704,3605787210,293.61,7094.21
2023-09-29,2824317672,4732508610,366.36,2231.58
2023-01-26,3224534149,7667159439,1397.12,3656.88
2023-08-09,3032066846,1629458403,201.4,2744.16
2023-04-03,6444300923,8220165229,355.47,3258.25
2023-05-19,1276045948,2810373281,1840.41,8500.85
2023-01-04,6910684122,1106701841,86.71,9837.28
2023-05-02,9342344505,5621255474,423.51,6653.68
2023-07-04,5134252963,1196540852,221.28,2334.24
2023-08-28,8670770043,8420033623,265.6,2181.83
2023-04-16,7178578538,4588043007,284.35,904.78
2023-08-04,7082906224,9462157314,450.84,4010.25
2023-04-14,3893589750,8566240195,35.8,5310.12
2023-07-27,8257903032,8231056496,207.54,4076.36
2023-10-03,5535125923,2810373281,239.54,8518.09
2023-12-07,2781002956,6052123838,260.08,4242.71
2023-09-06,4358294074,5986787449,957.25,1390.96
2023-05-14,9104663241,8616053635,397.97,8821.04
2023-06-19,3747450723,8231056496,158.46,1205.63
2023-09-24,1202681880,9462157314,267.05,8298.9
2023-11-29,4631232391,1014077919,176.09,789.08
2023-03-06,2183582499,6148136777,35.49,1963.71
2023-02-02,2824317672,4079990347,360.64,1610.53
2023-12-07,4584146126,7942133241,466.72,9770.66
2023-03-09,5809281990,9292724298,127.89,6611.26
2023-03-09,6827753864,4036073044,117.09,7978.53
2023-11-06,8382413949,6350984240,470.22,5993.31
2023-04-27,3893589750,6477185978,86.81,2764.3
2023-09-13,8045855309,6766931204,22.18,9807.69
2023-07-18,3703962220,3729061797,80.88,8269.01
2023-05-29,5902627817,4686845302,449.72,711.42
2023-10-29,2145863469,4066764166,206.5,717.55
2023-11-21,5813070931,2902853837,427.78,9742.62
2023-12-13,3522747123,7032714017,187.4,3596.56
2023-06-22,3673667462,6815707497,340.73,9974.97
2023-01-31,1839577361,1007020487,482.93,661.53
2023-05-29,4268051129,4564405102,185.02,2792.22
2023-02-27,2555233206,8526557327,172.27,6951.46
2023-11-19,7153578596,5506418492,349.97,9909.51
2023-06-21,1008861066,5763274349,129.46,8983.2
2023-01-06,5444740513,4036073044,229.1,7164.23
2023-01-07,2348162937,1488563895,345.09,1316.32
2023-10-08,7273235391,7761522903,57.59,4737.68
2023-09-10,2341230241,6293929234,300.58,2014.29
2023-09-26,9184533484,2340864445,136.1,8348.43
2023-03-27,6462330795,5350295398,211.38,4724.46
2023-04-10,1409251445,5135858878,29.15,1778.76
2023-03-09,5200334429,2951988397,95.76,1421.84
2023-05-15,6581131506,1872880830,433.59,1327.56
2023-02-20,1839577361,9433922566,491.89,768.72
2023-06-20,3546339159,4575154766,470.1,6730.2
2023-05-28,4661562891,2120572408,106.55,2065.42
2023-09-14,9753570622,7627332650,263.01,4576.95
2023-04-14,3964868878,8408789601,352.73,9741.07
2023-04-04,4910860812,2406636678,403.21,8399.67
2023-01-02,5444740513,8384981854,289.85,1546.77
2023-05-24,1870757167,4283191345,399.82,3834.07
2023-06-01,7903045302,9025540461,379.38,3450.73
2023-01-21,2381133638,9731472162,243.51,9672.6
2023-08-07,5784630903,8700526098,152.38,2465.1
2023-11-20,8024648080,2899342074,254.63,8732.44
2023-08-01,3075746715,7015509629,169.68,2947.98
2023-10-28,4424404902,1763116337,436.43,7625.55
2023-07-19,2449376974,9773838066,491.81,4323.57
2023-09-07,3224534149,3126574440,268.65,995.61
2023-06-18,9306902494,4532052055,278.88,8887.08
2023-12-05,1293662596,4930935721,105.69,1815.56
2023-11-14,3673667462,4152390034,381.56,5579.68
2023-04-05,9184533484,4149159127,127.27,4572.44
2023-03-01,6265640291,1271699948,194.54,1066.86
2023-03-15,8868303343,3729061797,494.25,7768.1
2023-08-19,4521904419,9496078669,419.67,995.53
2023-05-12,4905245731,9147465775,244.65,4549.46
2023-06-28,2540044701,7385620510,247.45,2259.07
2023-11-24,1165106288,1030359674,293.62,3180.08
2023-08-26,2680751486,6815707497,75.89,2105.79
2023-12-31,3257062005,4581739272,457.16,3619.58
2023-08-15,8257903032,2408035912,195.7,7616.4
2023-11-14,1288303997,9197411796,44.16,7574.89
2023-10-19,3673667462,4211386603,1824.34,4322.4
2023-06-23,7594228160,6350939203,393.63,2280.51
2023-09-02,1008861066,9830950006,137.77,7604.38
2023-11-19,1144486898,8109475772,217.05,9482.65
2023-10-08,1113834089,8486813889,89.86,437.64
2023-02-08,3300797449,8138499210,84.98,9694.46
2023-07-17,7063064307,4662104184,22.7,2247.95
2023-12-02,3532316323,7314219912,243.61,1606.39
2023-01-21,3532316323,4103747123,266.06,2105.66
2023-07-12,3203290648,7032714017,299.58,7101.71
2023-12-16,2507098120,2361417223,312.1,9963.29
2023-12-14,3257062005,9068833369,483.3,7249.03
2023-01-16,2781002956,6355012597,266.12,5384.73
2023-04-25,9391881886,8446426896,445.32,7484.86
2023-10-14,5544171130,9068833369,188.37,4747.55
2023-06-06,5966382984,9609678198,230.96,8175.54
2023-09-28,9430296170,3426264539,30.52,3408.44
2023-06-05,7582855459,6868835294,469.54,3513.85
2023-08-29,3075746715,6203892117,188.03,2005.78
2023-10-30,9306902494,5113129178,279.34,4954.86
2023-02-01,1144486898,1810792375,232.55,7891.76
2023-11-11,8240257727,1217352507,130.51,5759.1
2023-07-08,7273235391,2408035912,65.77,7072.95
2023-05-16,4206312755,8138499210,382.54,7533.69
2023-01-04,1770205776,5581327600,345.82,2484.37
2023-07-18,2904504206,3142057598,399.04,7489.65
2023-08-28,1179368344,4135559961,557.97,1074.95
2023-02-27,8539637709,6979889907,119.81,7132.69
2023-12-22,1529943053,9521712961,103.92,9769.06
2023-10-28,4910860812,3256207935,430.0,7270.79
2023-05-30,6631218396,2120572408,163.11,4895.27
2023-08-16,6462330795,5319136771,133.89,9866.29
2023-02-07,5544171130,8026036678,93.39,8436.72
2023-07-14,5959515865,2447658099,453.18,6498.05
2023-06-04,6444300923,4412699315,362.73,6766.35
2023-01-05,9195582017,7909236452,318.24,8918.75
2023-11-05,9898976418,8774854822,23.65,3928.87
2023-08-21,8257903032,1206345702,211.83,7008.32
2023-02-26,6324806362,7421283075,513.74,8000.34
2023-07-26,7178578538,6197223505,205.51,6465.2
2023-01-28,2252597577,7385620510,500.99,5388.13
2023-08-09,4584146126,6477185978,321.72,9569.4
2023-12-05,2252597577,6815707497,493.01,5916.46
2023-05-28,4689284713,1717035816,415.8,2113.35
2023-04-09,6827753864,6075552482,154.53,7466.76
2023-03-18,3163161786,8566240195,246.1,5000.86
2023-08-03,8027819355,1657795117,280.53,1427.24
2023-06-26,8539637709,5920569106,145.0,2785.77
2023-03-20,9107902912,5243053659,84.52,4703.9
2023-07-19,8027819355,7385620510,306.69,5231.17
2023-04-30,7836684495,5113129178,14.76,9927.08
